,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,avg_max_temp,avg_min_temp,avg_precipitation,avg_sunshine,avg_wind_speed,avg_wind_gusts,primary_wind_direction
2696,1095823,1335220,CDF_1996_53_2211_235         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1996,1996-08-10,223,,Human,Smoking,245.0,D,38.19305555,-122.10694444,MISSING/NOT SPECIFIED,CA,,,,1996-08-03,90.4,57.5,0.0,46355.21375,10.45,24.125,218.875
2697,1095854,1335252,CDF_1996_53_2211_323         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1996,1996-10-04,278,,Human,Equipment and vehicle use,105.0,D,38.135,-122.18,MISSING/NOT SPECIFIED,CA,,,,1996-09-27,77.9875,51.8,0.0,38233.6575,7.775,18.375,214.25
2698,1095894,1335295,CDF_1996_53_2211_253         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1996,1996-08-16,229,,Human,Equipment and vehicle use,160.0,D,39.16388888,-122.995,MISSING/NOT SPECIFIED,CA,,,,1996-08-09,99.725,68.6625,0.028125,45935.55875,7.775,25.2625,171.375
2699,1095928,1335329,CDF_1996_53_2211_336         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1996,1996-10-09,283,,Human,Arson/incendiarism,1500.0,F,38.38111111,-122.06805555,MISSING/NOT SPECIFIED,CA,,,,1996-10-02,88.4375,59.0375,0.0,38121.12125,5.4625,15.2,175.625
2700,1095948,1335349,CDF_1996_53_2211_14307       ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1996,1996-10-27,301,,Human,Equipment and vehicle use,250.0,D,38.55388888,-122.675,MISSING/NOT SPECIFIED,CA,,,,1996-10-20,68.05,47.6375,0.0055,32164.153749999998,10.15,29.4875,133.0
2701,1095986,1335387,CDF_1996_53_2211_369         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1996,1996-10-24,298,,Human,Equipment and vehicle use,250.0,D,39.29805555,-122.51611111,MISSING/NOT SPECIFIED,CA,,,,1996-10-17,69.425,47.6,0.028,31620.355,7.425,21.8375,144.75
2702,1096176,1335582,CDF_1997_53_2211_14173       ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1997,1997-07-11,192,,Human,Equipment and vehicle use,130.0,D,38.66888888,-123.40388888,MISSING/NOT SPECIFIED,CA,,,,1997-07-04,69.7375,55.975,0.0,48367.7125,18.1,32.25,318.5
2703,1096181,1335588,CDF_1997_53_2211_230         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1997,1997-07-21,202,,Human,Debris and open burning,130.0,D,38.88888888,-122.64,MISSING/NOT SPECIFIED,CA,,,,1997-07-14,94.3375,64.2625,0.0,48485.78875,8.4625,25.625,271.375
2704,1096364,1335785,CDF_1998_53_2211_295         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1998,1998-08-14,226,,Human,Smoking,135.0,D,38.73,-122.14388888,MISSING/NOT SPECIFIED,CA,,,,1998-08-07,98.4875,65.2125,0.0,46128.49,7.25,18.325,217.0
2705,1096377,1335801,CDF_1998_53_2211_353         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1998,1998-08-29,241,,Human,Equipment and vehicle use,100.0,D,39.04694444,-122.36194444,MISSING/NOT SPECIFIED,CA,,,,1998-08-22,92.55,62.8125,0.0,44653.207500000004,5.825,19.6625,160.125
2706,1096467,1335901,CDF_1998_53_2211_531         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1998,1998-10-16,289,,Human,Equipment and vehicle use,450.0,E,38.70111111,-122.05305555,MISSING/NOT SPECIFIED,CA,,,,1998-10-09,74.3375,52.5375,0.0,35401.46,8.174999999999999,21.05,273.375
2707,1096632,1336094,CDF_1999_53_2211_303         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1999,1999-07-05,186,,Human,Missing data/not specified/undetermined,450.0,E,38.41,-121.97694444,MISSING/NOT SPECIFIED,CA,,,,1999-06-28,96.45,61.2625,0.0,49389.41875,9.2125,24.375,229.125
2708,1096732,1336207,CDF_1999_53_2211_545         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1999,1999-09-09,252,,Natural,Natural,300.0,E,38.715,-122.19888888,MISSING/NOT SPECIFIED,CA,,,,1999-09-02,90.3625,62.575,0.0,42773.5375,6.0125,17.9,236.375
2709,1096746,1336225,CDF_1999_53_2211_605         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1999,1999-09-27,270,,Human,Missing data/not specified/undetermined,600.0,E,38.90388888,-122.01611111,MISSING/NOT SPECIFIED,CA,,,,1999-09-20,91.9375,64.9625,0.0,40493.625,9.5875,21.8125,201.0
2710,1096751,1336230,CDF_1999_53_2211_614         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1999,1999-09-28,271,,Human,Debris and open burning,145.0,D,38.42305555,-122.50888888,MISSING/NOT SPECIFIED,CA,,,,1999-09-21,85.5375,57.0125,0.0015,40383.56,5.825,18.1625,148.25
2711,1096797,1336284,CDF_1999_53_2211_670         ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,1999,1999-10-16,289,,Human,Equipment and vehicle use,1200.0,F,38.73111111,-122.82388888,MISSING/NOT SPECIFIED,CA,,,,1999-10-09,84.025,55.7875,0.0,36915.59875,6.55,18.875,155.5
2712,1096923,1336446,SFO-2001CACDFMEU004411,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2001,2001-06-23,174,1312.0,Human,Equipment and vehicle use,610.0,E,39.75111111,-123.33194444,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2001-06-16,90.7875,57.6125,0.0,49683.05125,7.975,27.7625,299.625
2713,1097046,1336588,SFO-2001CACDFMEU006552,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2001,2001-08-27,239,1516.0,Human,Debris and open burning,242.0,D,39.015,-123.22305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2001-08-20,80.575,55.7125,0.0,44671.5825,7.925,26.650000000000002,297.5
2714,1097102,1336647,SFO-2002CACDFMEU006543,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2002,2002-08-20,232,1351.0,Human,Equipment and vehicle use,271.0,D,39.615,-123.45805555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2002-08-13,83.5875,60.3,0.0,45683.21875,7.3,21.175,286.125
2715,1097189,1336748,SFO-2003CACDFMEU006599,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2003,2003-08-18,230,1650.0,Human,Arson/incendiarism,100.0,D,39.82694444,-123.57888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2003-08-11,77.725,55.9875,0.0,45917.1025,8.85,25.1125,295.625
2716,1097209,1336778,SFO-2002CACDFMEU009470,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2002,2002-11-28,332,1710.0,Human,Debris and open burning,100.0,D,39.59611111,-123.74111111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2002-11-21,63.65,45.3875,0.0,31082.94875,6.1875,16.2,159.625
2717,1097231,1336801,SFO-2003CACDFMEU005879,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2003,2003-07-29,210,1606.0,Human,Equipment and vehicle use,165.0,D,39.775,-123.54111111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2003-07-22,87.5,66.35,0.0025,46246.8725,6.35,21.5125,242.125
2718,1097324,1336912,SFO-2003CACDFMEU007887,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2003,2003-09-22,265,1445.0,Natural,Natural,250.0,D,39.145,-123.61611111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2003-09-15,78.2875,55.6625,0.0,41327.7325,8.475,23.85,264.25
2719,1097473,1337086,SFO-2004CACDFMEU006378,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2004,2004-08-08,221,1434.0,Human,Equipment and vehicle use,328.0,E,39.66388888,-123.35388888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2004-08-01,78.85,56.075,0.0,45807.97,7.675,24.6,272.0
2720,1097566,1337191,SFO-2005CACDFMEU006350,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2005,2005-08-28,240,2122.0,Human,Missing data/not specified/undetermined,109.0,D,38.81194444,-123.43194444,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2005-08-21,80.0875,54.725,0.0,44832.4,6.125,21.4125,266.125
2721,1097574,1337200,SFO-2005CACDFMEU006851,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2005,2005-09-15,258,1213.0,Human,Equipment and vehicle use,225.0,D,39.58611111,-123.43888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2005-09-08,70.95,49.2375,0.004875,42079.28125,7.6625,24.6625,275.375
2722,1097576,1337202,SFO-2005CACDFMEU007000,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2005,2005-09-20,263,1527.0,Human,Equipment and vehicle use,111.0,D,39.18694444,-123.24305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2005-09-13,78.125,52.0375,0.0,41185.085,7.825,25.599999999999998,308.5
2723,1097612,1337251,SFO-2006CACDFMEU005619,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2006,2006-07-31,212,1553.0,Human,Equipment and vehicle use,105.0,D,39.355,-123.30805555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2006-07-24,91.1875,63.7375,0.0,47918.745,7.525,26.125,257.625
2724,1097646,1337290,SFO-2006CACDFMEU005124,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2006,2006-07-17,198,1638.0,Human,Missing data/not specified/undetermined,321.0,E,38.86,-123.035,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2006-07-10,90.4,62.4625,0.0,48440.57875,9.5875,26.6375,287.5
2725,1097841,1337529,SFO-2007CACDFMEU007497,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2007,2007-09-25,268,2246.0,Human,Missing data/not specified/undetermined,100.0,D,39.28194444,-123.74111111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2007-09-18,69.1,51.2,0.01525,37936.57375,12.275,31.3875,274.75
2726,1097891,1337583,SFO-2008CACDFMEU004607,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-20,172,2208.0,Human,Missing data/not specified/undetermined,1000.0,F,39.23805555,-123.72305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-13,75.6625,50.6125,0.0,49141.44,11.0125,28.375,309.25
2727,1097892,1337584,SFO-2008CACDFMEU004598,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-20,172,2027.0,Human,Missing data/not specified/undetermined,100.0,D,38.97388888,-123.27611111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-13,82.4625,51.075,0.0,49096.165,8.575,31.0625,301.875
2728,1097932,1337627,SFO-2008CACDFMEU004696,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-21,173,1650.0,Natural,Natural,146.0,D,39.225,-123.76888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,77.95,53.45,0.0015,49152.66875,11.5875,29.2125,318.0
2729,1097937,1337633,SFO-2008CACDFMEU004669,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-21,173,1327.0,Natural,Natural,327.0,E,39.68805555,-123.29111111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,84.9625,54.0625,0.005875,49414.817500000005,7.3875,28.9,271.5
2730,1097938,1337634,SFO-2008CACDFMEU004689,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-21,173,1603.0,Natural,Natural,141.0,D,39.66,-123.21305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,85.1,54.0125,0.005875,49414.817500000005,7.3875,28.9,271.5
2731,1097941,1337637,SFO-2008CACDFMEU004673,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-21,173,1432.0,Natural,Natural,373.0,E,39.135,-123.44388888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,84.5625,54.525,0.010375,49113.545,8.2375,25.0125,307.625
2732,1097946,1337642,SFO-2008CACDFMEU004619,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-06-21,173,541.0,Natural,Natural,3000.0,F,39.23388888,-123.39805555,STATE,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,83.6375,53.7625,0.010375,49145.28125,8.2375,25.0125,307.625
2733,1097947,1337643,SFO-2008CACDFMEU004623,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-06-21,173,612.0,Natural,Natural,4466.0,F,39.13611111,-123.545,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,80.8625,54.0375,0.0015,49150.63,11.5875,29.2125,318.0
2734,1097948,1337644,SFO-2008CACDFMEU004691,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-21,173,1612.0,Natural,Natural,469.0,E,39.66,-123.35694444,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,84.95,54.1,0.008375,49232.22,7.6875,29.05,295.375
2735,1097956,1337654,SFO-2008CACDFMEU004639,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-21,173,1003.0,Natural,Natural,391.0,E,39.69388888,-123.34194444,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-14,86.2,54.85,0.008375,49232.22,7.6875,29.05,295.375
2736,1097960,1337658,SFO-2008CACDFMEU004752,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-06-22,174,1210.0,Human,Missing data/not specified/undetermined,999.0,E,39.06111111,-123.56388888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-15,75.9375,52.4875,0.01225,49043.4425,8.75,28.3,312.875
2737,1097962,1337660,SFO-2008CACDFMEU004753,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-06-22,174,1209.0,Human,Missing data/not specified/undetermined,1000.0,F,39.06805555,-123.42805555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-15,85.4875,56.025,0.0015,49151.16875,12.1875,30.6375,323.125
2738,1097971,1337669,SFO-2008CACDFMEU004941,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-27,179,2118.0,Human,Missing data/not specified/undetermined,450.0,E,39.69111111,-123.76111111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-20,80.075,55.0875,0.005875,49737.84875,10.075,25.8625,309.0
2739,1097975,1337673,SFO-2008CACDFMEU005136,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-04,186,1033.0,Natural,Natural,1200.0,F,39.78388888,-123.71194444,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,72.4375,54.0875,0.0,48844.20625,6.35,21.675,263.375
2740,1097976,1337674,SFO-2008CACDFMEU005152,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1148.0,Natural,Natural,925.0,E,39.69,-123.23888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,84.725,58.325,0.0,48697.3875,6.8375,24.425,273.625
2741,1097979,1337677,SFO-2008CACDFMEU005170,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1322.0,Natural,Natural,528.0,E,39.72194444,-123.39,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,80.875,57.4375,0.0,48878.7375,6.35,21.675,263.375
2742,1097984,1337682,SFO-2008CACDFMEU005150,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1133.0,Natural,Natural,180.0,D,39.66388888,-123.275,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,81.9,56.375,0.0,49138.55375,6.325,24.725,257.5
2743,1097990,1337689,SFO-2008CACDFMEU005147,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1118.0,Human,Missing data/not specified/undetermined,750.0,E,40.04694444,-123.21805555,UNDEFINED FEDERAL,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,82.425,55.9875,0.008375,49393.755,5.325,25.95,192.375
2744,1097992,1337691,SFO-2008CACDFMEU005226,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-05,187,1626.0,Human,Missing data/not specified/undetermined,150.0,D,40.02888888,-123.22305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-28,81.9875,55.9875,0.0063750000000000005,49318.7675,7.025,25.35,253.25
2745,1097996,1337695,SFO-2008CACDFMEU005227,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-05,187,1627.0,Human,Missing data/not specified/undetermined,650.0,E,40.03,-123.23388888,UNDEFINED FEDERAL,CA,MENDOCINO,6045.0,Mendocino County,2008-06-28,81.0625,54.975,0.007375,49364.0125,5.4125,26.5625,224.75
2746,1098018,1337719,SFO-2008CACDFMEU004722,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-06-22,174,859.0,Human,Missing data/not specified/undetermined,200.0,D,39.27694444,-123.27805555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-15,87.0125,54.875,0.010375,49182.195,8.6125,25.9,313.25
2747,1098023,1337724,SFO-2008CACDFMEU004730,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-06-22,174,1020.0,Natural,Natural,3000.0,F,39.18111111,-123.23611111,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-15,89.5,56.949999999999996,0.01375,49144.885,12.3875,28.0875,327.0
2748,1098025,1337726,SFO-2008CACDFMEU005011,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-06-30,182,1625.0,Natural,Natural,5581.0,G,39.63805555,-123.785,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-23,75.3625,55.7625,0.0,49574.92125,10.7125,24.5,293.5
2749,1098030,1337731,SFO-2008CACDFMEU005102,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-03,185,1108.0,Natural,Natural,3000.0,F,39.22,-123.33305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-26,79.975,53.1625,0.0,49303.5625,7.2125,26.3875,278.125
2750,1098031,1337732,SFO-2008CACDFMEU005164,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-04,186,1255.0,Human,Missing data/not specified/undetermined,1000.0,F,39.19,-123.415,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,81.0,55.6625,0.0,47573.58125,6.6875,20.7125,280.0
2751,1098033,1337734,SFO-2008CACDFMEU005160,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-04,186,1246.0,Human,Missing data/not specified/undetermined,1700.0,F,39.16611111,-123.39,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,79.4875,54.1625,0.0,48268.50375,7.125,21.8375,280.25
2752,1098035,1337736,SFO-2008CACDFMEU005155,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-04,186,1201.0,Human,Missing data/not specified/undetermined,2000.0,F,39.26388888,-123.32888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,80.58749999999999,55.1875,0.0,48248.2975,6.6625000000000005,23.0375,276.75
2753,1098042,1337745,SFO-2008CACDFMEU005145,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1105.0,Human,Missing data/not specified/undetermined,258.0,D,39.89611111,-123.26305555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,83.7625,57.225,0.005375,49495.61,7.3125,27.0625,222.625
2754,1098043,1337746,SFO-2008CACDFMEU005127,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,933.0,Human,Missing data/not specified/undetermined,258.0,D,39.9,-123.27888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,83.075,56.525,0.007375,49339.78625,6.7625,24.8125,218.875
2755,1098047,1337750,SFO-2008CACDFMEU005130,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1014.0,Human,Missing data/not specified/undetermined,255.0,D,39.88388888,-123.17194444,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,84.9,58.3375,0.005375,49479.9175,7.3125,27.0625,222.625
2756,1098050,1337753,SFO-2008CACDFMEU005129,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1011.0,Human,Missing data/not specified/undetermined,200.0,D,39.85194444,-123.12805555,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,87.5125,59.5375,0.0,49163.457500000004,6.325,24.725,257.5
2757,1098051,1337754,SFO-2008CACDFMEU005132,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,MEU LIGHTNING COMPLEX,2008,2008-07-04,186,1019.0,Human,Missing data/not specified/undetermined,2800.0,F,39.72,-123.17888888,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,85.7125,59.325,0.0,48889.7525,6.35,21.675,263.375
2758,1098053,1337756,SFO-2008CACDFMEU005139,NONFED,ST-CACDF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,2008,2008-07-04,186,1046.0,Human,Missing data/not specified/undetermined,550.0,E,40.005,-123.205,UNDEFINED FEDERAL,CA,MENDOCINO,6045.0,Mendocino County,2008-06-27,83.0875,56.6625,0.007375,49348.855,6.7625,24.8125,218.875
2759,1098078,1337796,SFO-2010-CACDFSCU004093,NONFED,ST-CACDF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,2010,2010-06-17,168,1804.0,Human,Missing data/not specified/undetermined,100.0,D,37.78888888,-121.74888888,MISSING/NOT SPECIFIED,CA,CONTRA COSTA,6013.0,Contra Costa County,2010-06-10,83.5125,54.0875,0.0,49582.63,11.649999999999999,27.85,269.875
2760,1098079,1337798,SFO-2010-CACDFSCU002435,NONFED,ST-CACDF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,2010,2010-06-17,168,1807.0,Human,Missing data/not specified/undetermined,115.0,D,37.82111111,-121.65611111,MISSING/NOT SPECIFIED,CA,CONTRA COSTA,6013.0,Contra Costa County,2010-06-10,86.1625,57.2875,0.0,49631.5475,12.7,28.4875,270.0
