,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,max_temp,min_temp,precipitation,wind_speed,wind_gusts,wind_direction
908,1140131,1390729,CDF_1997_55_2225_621         ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,1997,1997-05-09,129,,Human,Missing data/not specified/undetermined,2400.0,F,33.89611111,-117.16388888,MISSING/NOT SPECIFIED,CA,,,,1997-05-02,82.9375,56.7125,0.0,6.8875,20.3875,216.625
909,1140919,1391635,CDF_1998_55_2225_1179        ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,1998,1998-08-16,228,,Human,Equipment and vehicle use,1200.0,F,33.83805555,-117.16388888,MISSING/NOT SPECIFIED,CA,,,,1998-08-09,91.4375,71.85,0.054625,6.85,18.4375,223.75
910,1141031,1391772,CDF_1998_55_2225_1312        ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,1998,1998-08-31,243,,Natural,Natural,5000.0,G,33.80805555,-117.49194444,MISSING/NOT SPECIFIED,CA,,,,1998-08-24,98.4,70.975,0.0,6.9875,16.9125,238.25
911,1141096,1391856,CDF_1998_55_2225_1601        ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,1998,1998-10-05,278,,Human,Equipment and vehicle use,2160.0,F,33.96888888,-117.00694444,MISSING/NOT SPECIFIED,CA,,,,1998-09-28,73.8,52.8875,0.0,6.5625,19.4875,189.625
912,1142120,1393102,SFO-2003CACDFSLU005133,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,2003,2003-07-20,201,1514.0,Human,Equipment and vehicle use,1200.0,F,35.38888888,-120.44611111,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County,2003-07-13,93.8375,66.575,0.0,7.5375,21.075,182.5
913,1143311,1394501,CDF_1994_55_2227_250         ,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,1994,1994-07-02,183,,Human,Equipment and vehicle use,1250.0,F,35.41694444,-119.97694444,MISSING/NOT SPECIFIED,CA,,,,1994-06-25,97.7625,71.475,0.0,8.2375,21.7,126.0
914,1143349,1394539,CDF_1994_55_2227_10079       ,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,1994,1994-06-18,169,,Human,Equipment and vehicle use,2400.0,F,35.43194444,-120.01305555,MISSING/NOT SPECIFIED,CA,,,,1994-06-11,86.3875,59.525,0.0,9.2375,23.925,264.875
915,1143350,1394540,CDF_1994_55_2227_218         ,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,1994,1994-06-20,171,,Human,Missing data/not specified/undetermined,1920.0,F,35.59388888,-120.41694444,MISSING/NOT SPECIFIED,CA,,,,1994-06-13,86.3,57.3,0.0,8.55,21.9,267.0
916,1143531,1394723,CDF_1995_55_2227_409         ,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,1995,1995-10-26,299,,Human,Debris and open burning,2900.0,F,35.14194444,-120.355,MISSING/NOT SPECIFIED,CA,,,,1995-10-19,75.0875,53.475,0.0,10.3125,19.0375,320.5
917,1144180,1395403,SFO-2006CACDFVNC007554,NONFED,ST-CACDF,ST/C&L,USCAVNC,Ventura County Fire Department,CAVNC,Ventura County Fire Department,,2006,2006-12-03,337,205.0,Human,Misuse of fire by a minor,30000.0,G,34.32888888,-118.90111111,MISSING/NOT SPECIFIED,CA,VENTURA,6111.0,Ventura County,2006-11-26,62.825,42.4625,0.01625,9.3375,26.2625,127.125
918,1177423,1429545,FS-1487201,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,,2010,2010-07-31,212,1408.0,Human,Arson/incendiarism,1040.0,F,40.0141667,-121.174444,USFS,CA,063,6063.0,Plumas County,2010-07-24,93.1875,63.8,0.0,7.7,23.825,161.375
919,1178885,1431021,FS-1488943,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2010,2010-08-21,233,1230.0,Human,Missing data/not specified/undetermined,1150.0,F,35.3063889,-120.319722,MISSING/NOT SPECIFIED,CA,079,6079.0,San Luis Obispo County,2010-08-14,88.075,61.4375,0.0,7.375,20.625,240.625
920,1179185,1431326,FS-1489288,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2010,2010-08-24,236,1230.0,Human,Missing data/not specified/undetermined,1312.0,F,34.8477778,-118.873889,MISSING/NOT SPECIFIED,CA,029,6029.0,Kern County,2010-08-17,90.775,67.375,0.004375,8.8625,25.3,215.75
921,1180188,1432347,FS-1490476,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2010,2010-07-26,207,1356.0,Human,Missing data/not specified/undetermined,16442.0,G,35.7852778,-118.474722,USFS,CA,029,6029.0,Kern County,2010-07-19,90.4,68.9125,0.0,7.65,25.7,277.375
922,1180928,1433115,FS-1491340,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,,2010,2010-07-25,206,1200.0,Natural,Natural,1142.0,F,38.5513889,-119.7125,USFS,CA,003,6003.0,Alpine County,2010-07-18,82.8625,49.725,0.008875,7.8375,27.6625,242.125
923,1181060,1433249,FS-1491505,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2010,2010-09-12,255,1402.0,Human,Missing data/not specified/undetermined,9820.0,G,35.5563889,-118.601944,USFS,CA,029,6029.0,Kern County,2010-09-05,87.425,59.5875,0.001,6.1,19.025,275.25
924,1181226,1433418,FS-1491702,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,,2010,2010-08-27,239,1611.0,Human,Missing data/not specified/undetermined,1307.0,F,39.3769444,-121.140833,USFS,CA,115,6115.0,Yuba County,2010-08-20,95.47500000000001,65.6,0.0,8.825,23.35,116.375
925,1214914,1473191,W-604608,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2010,2010-07-16,197,1523.0,Natural,Natural,1255.0,F,35.7767,-117.972788,BLM,CA,Kern,6029.0,Kern County,2010-07-09,91.7375,66.075,0.006,9.125,25.712500000000002,237.875
926,1214917,1473194,W-604613,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2010,2010-07-18,199,1200.0,Natural,Natural,1822.0,F,35.69616,-117.96529,BLM,CA,Kern,6029.0,Kern County,2010-07-11,92.6625,66.05,0.0045000000000000005,8.8,25.1625,244.5
927,1214921,1473198,W-605544,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2010,2010-07-29,210,1432.0,Human,Equipment and vehicle use,13918.0,G,34.5453,-118.2814,BLM,CA,Los Angeles,6037.0,Los Angeles County,2010-07-22,85.125,61.5125,0.0,8.375,23.55,227.375
928,1214998,1473286,W-601837,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2010,2010-05-15,135,1000.0,Human,Equipment and vehicle use,2044.0,F,35.0475,-119.9005,BLM,CA,,,,2010-05-08,74.1375,49.6125,0.003,10.2125,26.7625,203.0
929,1215056,1473348,W-607805,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,2010,2010-07-26,207,1600.0,Natural,Natural,1205.0,F,37.93,-118.98,PRIVATE,CA,Mono,6051.0,Mono County,2010-07-19,85.88749999999999,60.125,0.007875,8.1,24.8,206.25
930,1215126,1473423,W-612584,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2010,2010-07-26,207,1545.0,Natural,Natural,9408.0,G,40.9164,-120.3997,BLM,CA,Lassen,6035.0,Lassen County,2010-07-19,87.6375,59.4625,0.0063750000000000005,9.425,24.075,288.25
931,1216164,1474644,W-614382,FED,DOI-WFMI,BLM,USNVCCD,Carson City District Office,NVCCD,Carson City District Office,,2010,2010-07-24,205,1915.0,Natural,Natural,1369.0,F,39.9489,-120.0572,BLM,CA,Lassen,6035.0,Lassen County,2010-07-17,93.95,63.137499999999996,0.0,9.075,23.95,271.625
932,1218435,1477099,W-612160,FED,DOI-WFMI,NPS,USCAKNP,Sequoia & Kings Canyon National Parks,CAKNP,Sequoia & Kings Canyon National Park,SHEEP COMPLEX,2010,2010-07-16,197,1200.0,Natural,Natural,9020.0,G,36.7667,-118.6914,NPS,CA,,,,2010-07-09,77.45,53.65,0.011875,6.525,25.9875,247.125
933,1218481,1477145,W-615206,FED,DOI-WFMI,NPS,USCAYNP,Yosemite National Park,CAYNP,Yosemite National Park,,2010,2010-07-25,206,1445.0,Natural,Natural,1711.0,F,37.90953,-119.68207,NPS,CA,,,,2010-07-18,79.8,52.7375,0.0,8.525,27.15,237.625
934,1358853,15000079,ICS209_2010_CA-AFV-003344,INTERAGCY,IA-ICS209,DOD,USCAAFV,Vandenberg Air Force Base Fire Department,CAAFV,Vandenberg Air Force Base,,2010,2010-10-28,301,1254.0,Human,Missing data/not specified/undetermined,1253.0,F,34.642222,-120.574722,MISSING/NOT SPECIFIED,CA,Santa Barbara,6083.0,Santa Barbara County,2010-10-21,62.5125,56.0625,0.009875,13.875,26.1375,292.875
935,1358855,15000081,ICS209_2010_CA-KRN-021461,INTERAGCY,IA-ICS209,ST/C&L,USCAKRN,Kern County Fire Department,CAKRN,Kern County Fire Department,,2010,2010-07-27,208,1416.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1658.0,F,35.058056,-118.425833,MISSING/NOT SPECIFIED,CA,KERN,6029.0,Kern County,2010-07-20,88.2875,61.012499999999996,0.0,5.6125,20.6375,234.625
936,1358861,15000089,ICS209_2010_CA-MCP-2054,INTERAGCY,IA-ICS209,DOD,USCAMCP,Marine Corps Base Camp Pendleton,CAMCP,Camp Pendleton Marine Corps Base,,2010,2010-07-13,194,930.0,Human,Missing data/not specified/undetermined,3225.0,F,33.321389,-117.386667,MISSING/NOT SPECIFIED,CA,San Diego,6073.0,San Diego County,2010-07-06,72.5125,59.2625,0.0,8.55,17.9375,263.375
937,1359019,15000615,ICS209_2009_CA-YNP-2968,INTERAGCY,IA-ICS209,NPS,USCAYNP,Yosemite National Park,CAYNP,Yosemite National Park,,2009,2009-07-29,210,1216.0,Natural,Natural,1255.0,F,37.936944,-119.490278,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,2009-07-22,86.3125,59.7,0.012374999999999999,7.4625,26.725,254.5
938,1359078,15000783,ICS209_2004_CA-BDF-9304,INTERAGCY,IA-ICS209,FS,USCABDF,San Bernardino National Forest,CABDF,San Bernardino National Forest,,2004,2004-09-07,251,1335.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1007.0,F,34.033333,-117.466667,MISSING/NOT SPECIFIED,CA,SAN BERNARDINO,6071.0,San Bernardino County,2004-08-31,95.9625,63.4125,0.0,6.3625,17.3875,201.125
939,1359082,15000787,ICS209_2004_CA-LNU-006644,INTERAGCY,IA-ICS209,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,2004,2004-09-03,247,1724.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,12525.0,G,38.770833,-122.725,MISSING/NOT SPECIFIED,CA,LAKE - SONOMA,6033.0,Lake County,2004-08-27,85.9125,56.324999999999996,0.0,7.4875,22.85,172.75
940,1359083,15000788,ICS209_2004_CA-MCP-001042,INTERAGCY,IA-ICS209,DOD,USCAMCP,Marine Corps Base Camp Pendleton,CAMCP,Camp Pendleton Marine Corps Base,,2004,2004-05-02,123,1203.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2040.0,F,33.369167,-117.3175,MISSING/NOT SPECIFIED,CA,San Diego,6073.0,San Diego County,2004-04-25,81.2625,57.5625,0.0015,12.4,21.6875,260.375
941,1359212,15000978,ICS209_2006_CA-LAC-06157696,INTERAGCY,IA-ICS209,ST/C&L,USCALAC,Los Angeles County Fire Department,CALAC,Los Angeles County Fire Department,,2006,2006-07-25,206,1800.0,Natural,Natural,1094.0,F,33.407778,-118.416667,MISSING/NOT SPECIFIED,CA,LOS ANGELES,6037.0,Los Angeles County,2006-07-18,78.2375,64.45,0.0,12.5625,20.9125,225.125
942,1359214,15000981,ICS209_2006_CA-RRU-79875,INTERAGCY,IA-ICS209,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,2006,2006-09-17,260,1132.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1658.0,F,33.936111,-116.893889,MISSING/NOT SPECIFIED,CA,Riverside ,6065.0,Riverside County,2006-09-10,86.325,59.725,0.0,6.8125,20.325,167.875
943,1359364,15001168,ICS209_2005_CA-ORC-05041267,INTERAGCY,IA-ICS209,ST/C&L,USCAXOR,Orange County Operational Area,CAORC,Orange County Fire Authority,,2005,2005-07-05,186,1406.0,Human,Missing data/not specified/undetermined,1078.0,F,33.9,-117.758333,MISSING/NOT SPECIFIED,CA,Orange,6059.0,Orange County,2005-06-28,81.625,57.875,0.0,7.75,19.2875,223.875
944,1359368,15001172,ICS209_2005_CA-TGU-005384,INTERAGCY,IA-ICS209,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,2005,2005-08-26,238,1500.0,Human,Missing data/not specified/undetermined,1830.0,F,40.418889,-121.883333,MISSING/NOT SPECIFIED,CA,Tehama,6103.0,Tehama County,2005-08-19,92.2125,62.0125,0.0,8.375,23.7375,180.0
945,1359561,15001498,ICS209_1999_CA-RCC-1711,INTERAGCY,IA-ICS209,ST/C&L,USCACNR,Northern Region Administration,CARCC,RCC - CDF Northern Region Operations - Redding,,1999,1999-06-22,173,,Human,Missing data/not specified/undetermined,1375.0,F,40.1,-122.46666666,MISSING/NOT SPECIFIED,CA,,,,1999-06-15,93.3875,63.5,0.0,10.7,27.375,152.875
946,1359566,15001505,ICS209_1999_CA-RSS-18889,INTERAGCY,IA-ICS209,ST/C&L,USCACSR,California Southern Region Operations,CARSS,CDF - Southern Area Region Headquarters,,1999,1999-07-17,198,,Human,Missing data/not specified/undetermined,2000.0,F,34.45,-118.71666666,MISSING/NOT SPECIFIED,CA,,,,1999-07-10,88.7,67.975,0.030000000000000002,8.8625,23.375,190.125
947,1359571,15001511,ICS209_1999_CA-RCC-6468,INTERAGCY,IA-ICS209,ST/C&L,USCACNR,Northern Region Administration,CARCC,RCC - CDF Northern Region Operations - Redding,,1999,1999-10-16,289,,Human,Missing data/not specified/undetermined,1300.0,F,38.06666666,-122.08333333,MISSING/NOT SPECIFIED,CA,,,,1999-10-09,85.7875,57.725,0.0,7.5,15.475000000000001,211.625
948,1455648,20023030,FS-1497611,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,,2011,2011-06-08,159,1250.0,Human,Recreation and ceremony,1800.0,F,41.655,-121.45777778,USFS,CA,,,,2011-06-01,57.975,36.0625,0.133,8.4875,27.2875,230.125
949,1455651,20023033,FS-1497848,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,SCORPION COMPLEX,2011,2011-07-15,196,1835.0,Human,Railroad operations and maintenance,1418.0,F,41.805,-121.36277778,USFS,CA,,,,2011-07-08,82.225,54.9375,0.01375,10.4875,26.875,282.875
950,1455652,20023034,FS-1497852,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,SCORPION COMPLEX,2011,2011-07-15,196,1858.0,Human,Railroad operations and maintenance,1194.0,F,41.78305556,-121.36888889,USFS,CA,,,,2011-07-08,81.825,54.5125,0.005875,12.3125,26.7875,268.0
951,1455692,20023076,FS-1498774,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,,2011,2011-09-23,266,1231.0,Human,Debris and open burning,1460.0,F,40.23833333,-123.3225,STATE OR PRIVATE,CA,,,,2011-09-16,86.175,53.875,0.0,4.85,20.375,273.875
952,1456449,20023860,FS-1501386,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,,2011,2011-09-02,245,1245.0,Human,Missing data/not specified/undetermined,1150.0,F,34.35527778,-117.43972222,USFS,CA,,,,2011-08-26,92.15,67.05,0.01775,7.3875,22.2875,229.0
953,1456511,20023931,FS-1497811,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2011,2011-05-27,147,1232.0,Human,Missing data/not specified/undetermined,1122.0,F,35.64055556,-118.39055556,USFS,CA,,,,2011-05-20,72.8,49.075,0.0,7.6375,27.025,304.875
954,1456524,20023944,FS-1498859,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2011,2011-07-08,189,1430.0,Natural,Natural,20500.0,G,36.26777778,-118.51166667,USFS,CA,,,,2011-07-01,79.525,55.1875,0.11375,6.0,22.724999999999998,273.375
955,1456608,20024029,FS-1499050,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,,2011,2011-08-25,237,1234.0,Human,Equipment and vehicle use,5230.0,G,37.6625,-119.87138889,USFS,CA,,,,2011-08-18,92.1125,64.7125,0.0,7.375,21.0875,289.0
956,1459742,20027281,FS-1499118,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Toiyabe National Forest,,2011,2011-09-25,268,1140.0,Natural,Natural,1100.0,F,38.245,-119.36166667,USFS,CA,,,,2011-09-18,68.9125,47.8375,0.008375,6.6625,22.725,205.0
957,1463018,201103677,W-623523,FED,DOI-WFMI,BIA,USCASCA,Southern California Agency,CASCA,Southern California Agency,,2011,2011-07-21,202,2330.0,Human,Arson/incendiarism,14100.0,G,33.283017,-116.539044,BIA,CA,,,,2011-07-14,83.6125,54.6,0.0,6.575,24.7625,256.25
958,1465225,201107090,W-628319,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2011,2011-08-06,218,1559.0,Human,Firearms and explosives use,1026.6,F,33.9375,-117.0817,BLM,CA,Riverside,6065.0,Riverside County,2011-07-30,88.7875,67.0375,0.01825,7.1375,20.3625,249.875
959,1465261,201107130,W-628870,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2011,2011-09-04,247,1000.0,Human,Equipment and vehicle use,3128.0,F,35.0806,-118.4233,BLM,CA,Kern,6029.0,Kern County,2011-08-28,87.7625,60.15,0.0,5.5,19.675,249.375
960,1465272,201107147,W-629622,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2011,2011-10-01,274,1254.0,Natural,Natural,2134.2,F,35.0975,-116.4786,BLM,CA,San Diego,6073.0,San Diego County,2011-09-24,94.0875,65.55,0.0015,8.9125,18.3125,239.5
961,1465335,201107240,W-620894,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California,,2011,2011-06-19,170,1013.0,Human,Power generation/transmission/distribution,5196.0,G,35.4842,-119.8633,PRIVATE,CA,,,,2011-06-12,90.275,63.175,0.0,8.4375,21.6875,260.5
962,1465346,201107263,W-622155,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California,,2011,2011-06-27,178,1200.0,Human,Missing data/not specified/undetermined,1200.0,F,35.8119,-118.8442,PRIVATE,CA,,,,2011-06-20,93.825,67.9125,0.0,7.3,18.2125,299.625
963,1465414,201107385,W-627564,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California,,2011,2011-09-13,256,1330.0,Human,Equipment and vehicle use,5353.0,G,37.1378,-118.2822,BLM,CA,Inyo,6027.0,Inyo County,2011-09-06,83.8875,66.2875,0.009375,6.1375,20.375,222.75
964,1465421,201107393,W-628190,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California,COMANCHE COMPLEX,2011,2011-09-10,253,930.0,Natural,Natural,25577.0,G,35.1139,-118.1667,PRIVATE,CA,,,,2011-09-03,93.825,65.2375,0.007375,9.35,23.225,183.875
965,1465478,201107494,W-630260,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal District,,2011,2011-08-18,230,1046.0,Human,Missing data/not specified/undetermined,2076.0,F,41.89975,-120.12253,PRIVATE,CA,Modoc,6049.0,Modoc County,2011-08-11,81.3125,61.3625,0.0,8.25,24.825,230.125
966,1468973,201113033,W-626790,FED,DOI-WFMI,NPS,USCAMNP,Mojave National Preserve,CAMNP,Mojave National Preserve,,2011,2011-08-27,239,1715.0,Natural,Natural,1784.0,F,35.3639,-115.7739,NPS,CA,,,,2011-08-20,94.7875,72.9875,0.001,11.4125,24.3875,208.875
967,1469010,201113127,W-632056,FED,DOI-WFMI,NPS,USCAYNP,Yosemite National Park,CAYNP,Yosemite National Park,,2011,2011-07-31,212,1142.0,Natural,Natural,1069.0,F,37.66323,-119.70395,NPS,CA,,,,2011-07-24,78.0,51.5125,0.010375,6.925,25.5875,227.5
968,1469031,201113178,W-632069,FED,DOI-WFMI,NPS,USCAYNP,Yosemite National Park,CAYNP,Yosemite National Park,,2011,2011-09-13,256,1912.0,Natural,Natural,1015.0,F,37.76636,-119.74059,NPS,CA,,,,2011-09-06,72.9625,49.7,0.04525,7.0,23.875,188.875
969,1469475,201120189,FWS-2011AZCBRGDB9,FED,FWS-FMIS,FWS,USAZCBR,Cibola National Wildlife Refuge,AZCBR,CIBOLA NATIONAL WILDLIFE REFUGE,,2011,2011-08-29,241,200.0,Human,Missing data/not specified/undetermined,5169.0,G,33.27083333,-114.71083333,FWS,CA,,,,2011-08-22,113.2875,85.9125,0.01975,9.6125,17.4125,212.75
970,1478324,201147839,SFO-2011CACDFTCU007982,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,2011,2011-09-09,252,1906.0,Natural,Natural,1122.0,F,37.944722,-120.843889,MISSING/NOT SPECIFIED,CA,STANISLAUS,6099.0,Stanislaus County,2011-09-02,92.125,62.05,0.0,8.55,17.35,315.75
971,1478607,201148175,SFO-2011CACDFSLU007086,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,2011,2011-09-03,246,1456.0,Human,Equipment and vehicle use,1528.0,F,35.351389,-120.005278,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County,2011-08-27,93.725,65.475,0.0,7.25,20.1,300.75
972,1507966,201192879,SFO-2011CACDFSLU000046,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,2011,2011-09-23,266,127.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,5050.0,G,35.261368,-120.643765,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County,2011-09-16,73.89999999999999,58.3375,0.0,6.475,14.925,273.875
973,1508226,201193165,SFO-2011CACDFSLU000045,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,2011,2011-07-25,206,1125.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1600.0,F,35.16,-120.39,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County,2011-07-18,82.075,59.2625,0.0,7.5875,20.9625,272.0
974,1566449,201433915,FS-1508083,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2012,2012-09-02,246,1414.0,Human,Equipment and vehicle use,4200.0,F,34.23833333,-117.81305556,USFS,CA,037,6037.0,Los Angeles County,2012-08-26,92.225,65.2625,0.0015,5.95,19.0,215.125
975,1566700,201434171,FS-1507029,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,FORT COMPLEX,2012,2012-08-05,218,1400.0,Natural,Natural,22283.0,G,41.88611111,-123.25194444,USFS,CA,093,6093.0,Siskiyou County,2012-07-29,84.85,53.6,0.004875,6.275,23.325,132.0
976,1566796,201434271,FS-1510215,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,,2012,2012-08-18,231,1244.0,Natural,Natural,41983.0,G,39.86611111,-123.12916667,MISSING/NOT SPECIFIED,CA,045,6045.0,Mendocino County,2012-08-11,96.9875,66.025,0.001,6.1,21.975,277.75
977,1566798,201434273,FS-1509456,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,,2012,2012-07-07,189,1515.0,Human,Missing data/not specified/undetermined,29502.0,G,39.31833333,-122.70694444,USFS,CA,011,6011.0,Colusa County,2012-06-30,82.1,54.6375,0.0035,5.55,24.2,217.875
978,1566828,201434304,FS-1506779,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,LAKE COMPLEX (CA),2012,2012-08-05,218,1503.0,Natural,Natural,1667.0,F,41.75138889,-120.99638889,USFS,CA,049,6049.0,Modoc County,2012-07-29,89.775,58.2125,0.0015,10.7625,22.1125,257.375
979,1566906,201434383,FS-1507502,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,,2012,2012-07-29,211,152.0,Human,Recreation and ceremony,75431.0,G,40.00694444,-121.27138889,USFS,CA,063,6063.0,Plumas County,2012-07-22,90.7375,62.2,0.001,7.1875,23.8125,157.5
980,1567197,201434702,FS-1504621,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,,2012,2012-06-01,153,1552.0,Human,Arson/incendiarism,1707.0,F,36.14916667,-118.50527778,USFS,CA,107,6107.0,Tulare County,2012-05-25,66.9375,40.1875,0.0015,7.575,29.425,275.0
981,1567200,201434705,FS-1509160,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,PIUTE COMPLEX ,2012,2012-08-04,217,1211.0,Natural,Natural,1452.0,F,35.52583333,-118.465,USFS,CA,029,6029.0,Kern County,2012-07-28,87.0875,63.75,0.0,6.7625,24.7125,280.125
982,1567259,201434767,FS-1504479,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,,2012,2012-07-11,193,1700.0,Human,Missing data/not specified/undetermined,1688.0,F,40.7775,-123.33083333,USFS,CA,105,6105.0,Trinity County,2012-07-04,91.3625,59.45,0.0,5.7625,24.625,282.375
983,1567283,201434791,FS-1506335,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,BAGLEY COMPLEX,2012,2012-08-18,231,1007.0,Natural,Natural,46011.0,G,41.0,-122.03333333,USFS,CA,089,6089.0,Shasta County,2012-08-11,95.0875,64.6625,0.008875,7.2875,24.4,229.75
